PersonToPositionID,PersonID,PositionID,KnessetNum,GovMinistryID,GovMinistryName,DutyDesc,FactionID,FactionName,GovernmentNum,CommitteeID,CommitteeName,StartDate,FinishDate,IsCurrent,LastUpdatedDate
5710,448,54,17,,,,638,ישראל ביתנו,,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5725,4410,54,17,,,,638,ישראל ביתנו,,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5727,4412,54,17,,,,638,ישראל ביתנו,,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5728,4413,54,17,,,,638,ישראל ביתנו,,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5732,2192,54,17,,,,640,מרצ,,,,2006-04-17 00:00:00,2008-11-04 00:00:00,False,2015-03-20 12:03:09
5733,4417,54,17,,,,628,"ש""ס",,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5734,4418,54,17,,,,628,"ש""ס",,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5735,4419,54,17,,,,628,"ש""ס",,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5736,2232,54,17,,,,642,"איחוד לאומי-מפד""ל",,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5737,4635,54,17,,,,622,קדימה,,,,2006-04-28 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5738,4402,48,17,,,,622,קדימה,,,,2006-04-17 00:00:00,2007-05-02 00:00:00,False,2015-03-20 12:03:09
5741,528,48,17,,,,632,יהדות התורה,,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5742,543,54,15,,,,685,לב,,,,2002-11-06 00:00:00,2002-11-06 00:00:00,False,2015-03-20 12:03:09
5743,493,54,17,,,,622,קדימה,,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5751,2196,54,14,,,,637,הליכוד-גשר-צומת,,,,1996-06-17 00:00:00,1996-09-01 00:00:00,False,2015-03-20 12:03:09
5752,2268,54,8,,,,375,המערך,,,,1974-01-21 00:00:00,1976-09-01 00:00:00,False,2015-03-20 12:03:09
5753,2277,54,9,,,,395,סיעת יחיד,,,,1977-07-12 00:00:00,1981-05-19 00:00:00,False,2015-03-20 12:03:09
5754,2292,54,8,,,,387,המפלגה הליברלית העצמאית,,,,1974-01-21 00:00:00,1974-03-10 00:00:00,False,2015-03-20 12:03:09
5755,2300,54,14,,,,615,"המפד""ל",,,,1996-06-17 00:00:00,1998-01-20 00:00:00,False,2015-03-20 12:03:09
5756,2345,54,14,,,,611,העבודה,,,,1998-03-23 00:00:00,1999-03-25 00:00:00,False,2015-03-20 12:03:09
5757,2410,54,9,,,,431,המערך,,,,1979-01-12 00:00:00,1981-07-20 00:00:00,False,2015-03-20 12:03:09
5758,2418,54,9,,,,411,"חד""ש-בל""ד",,,,1981-02-24 00:00:00,1981-07-20 00:00:00,False,2015-03-20 12:03:09
5763,1068,54,14,,,,615,"המפד""ל",,,,1997-05-12 00:00:00,1999-06-07 00:00:00,False,2015-03-20 12:03:09
5764,417,54,15,,,,679,האיחוד הלאומי,,,,1999-06-07 00:00:00,2000-02-01 00:00:00,False,2015-03-20 12:03:09
5765,5977,54,0,,,,87,מפלגת פועלי ארץ ישראל,,,,1948-05-04 00:00:00,1949-02-10 00:00:00,False,2015-03-20 12:03:09
5769,5979,54,0,,,,101,המזרחי ודתיים בלתי מפלגתיים,,,,1948-05-04 00:00:00,1949-02-10 00:00:00,False,2015-03-20 12:03:09
5771,5955,54,8,,,,355,הליכוד,,,,1974-01-21 00:00:00,1977-06-13 00:00:00,False,2015-03-20 12:03:09
5772,5956,54,3,,,,203,אחדות העבודה - פועלי ציון,,,,1955-08-15 00:00:00,1955-10-12 00:00:00,False,2015-03-20 12:03:09
5773,5895,54,0,,,,692,התנועה הרווזיוניסטית,,,,1948-05-04 00:00:00,1949-02-10 00:00:00,False,2015-03-20 12:03:09
13519,488,42,16,,,,,,,29,לענייני ביקורת המדינה,2005-01-25 00:00:00,2006-04-17 00:00:00,False,2015-03-20 12:03:11
5774,2139,54,9,,,,423,התנועה הדמוקרטית לשינוי,,,,1977-06-13 00:00:00,1981-07-20 00:00:00,False,2015-03-20 12:03:09
5775,556,54,17,,,,690,ליכוד,,,,2006-11-21 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5777,2314,54,0,,,,91,הציונים הכלליים,,,,1948-05-04 00:00:00,1949-02-10 00:00:00,False,2015-03-20 12:03:09
5778,5985,54,0,,,,87,מפלגת פועלי ארץ ישראל,,,,1948-05-04 00:00:00,1949-02-10 00:00:00,False,2015-03-20 12:03:09
5781,5988,54,0,,,,85,אגודת ישראל,,,,1948-05-04 00:00:00,1949-02-10 00:00:00,False,2015-03-20 12:03:09
5789,2516,54,0,,,,95,המפלגה הפרוגרסיבית,,,,1948-05-04 00:00:00,1949-02-10 00:00:00,False,2015-03-20 12:03:09
5792,2610,54,0,,,,691,השומר הצעיר,,,,1948-05-04 00:00:00,1949-02-10 00:00:00,False,2015-03-20 12:03:09
5807,12595,54,17,,,,640,מרצ,,,,2008-11-04 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5808,4406,54,17,,,,624,עבודה,,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5809,12835,54,17,,,,632,יהדות התורה,,,,2009-01-27 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5810,4035,54,16,,,,24,הליכוד,,,,2005-12-10 00:00:00,2006-04-17 00:00:00,False,2015-03-20 12:03:09
5811,1026,54,16,,,,542,אחריות לאומית,,,,2005-11-23 00:00:00,2006-01-16 00:00:00,False,2015-03-20 12:03:09
5815,498,54,17,,,,628,"ש""ס",,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5816,484,54,17,,,,628,"ש""ס",,,,2006-04-17 00:00:00,2008-04-27 00:00:00,False,2015-03-20 12:03:09
5817,494,54,18,,,,753,"ש""ס",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5818,488,54,17,,,,628,"ש""ס",,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5819,490,54,17,,,,628,"ש""ס",,,,2006-04-17 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5824,6076,54,17,,,,638,ישראל ביתנו,,,,2007-01-16 00:00:00,2009-02-24 00:00:00,False,2015-03-20 12:03:09
5826,503,54,18,,,,749,מרצ,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5828,949,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5829,433,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5830,467,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2010-11-09 00:00:00,False,2015-03-20 12:03:09
5831,1038,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5832,464,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2011-03-18 00:00:00,False,2015-03-20 12:03:09
5833,478,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5834,1026,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
13536,1042,42,16,,,,,,,22,החוץ והבטחון,2005-01-26 00:00:00,2005-11-18 00:00:00,False,2015-03-20 12:03:11
5835,4395,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2012-08-16 00:00:00,False,2015-03-20 12:03:09
5836,533,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5837,4355,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5838,474,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2012-05-17 00:00:00,False,2015-03-20 12:03:09
5839,1031,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5840,1033,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2012-01-25 00:00:00,False,2015-03-20 12:03:09
5841,12941,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5842,4400,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5843,458,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2009-07-02 00:00:00,False,2015-03-20 12:03:09
5844,12961,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5845,9315,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5846,12962,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5847,1030,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5848,12935,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5849,7736,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5850,4635,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5851,4376,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5852,12943,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5853,4401,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5854,12965,54,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5855,4297,54,18,,,,752,"רע""מ-תע""ל",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5856,560,54,18,,,,752,"רע""מ-תע""ל",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5857,549,54,18,,,,752,"רע""מ-תע""ל",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5858,12945,54,18,,,,752,"רע""מ-תע""ל",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5859,4417,54,18,,,,753,"ש""ס",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5860,580,54,18,,,,753,"ש""ס",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5861,495,54,18,,,,753,"ש""ס",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5862,498,54,18,,,,753,"ש""ס",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5863,1056,54,18,,,,753,"ש""ס",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5866,490,54,18,,,,753,"ש""ס",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5867,4418,54,18,,,,753,"ש""ס",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5868,4419,54,18,,,,753,"ש""ס",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5869,1061,48,18,,,,744,"בל""ד",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5870,521,48,18,,,,743,הבית היהודי,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5871,433,48,18,,,,751,קדימה,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5872,12955,48,18,,,,746,יהדות התורה,,,,2009-02-24 00:00:00,2011-02-09 00:00:00,False,2015-03-20 12:03:09
5874,503,48,18,,,,749,מרצ,,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5875,560,48,18,,,,752,"רע""מ-תע""ל",,,,2009-02-24 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5877,865,54,18,,,,762,העצמאות ,,,,2011-01-17 00:00:00,2013-02-05 00:00:00,False,2015-03-20 12:03:09
5879,1067,54,18,,,,762,העצמאות ,,,,2011-01-17 00:00:00,2012-02-14 00:00:00,False,2015-03-20 12:03:09
